Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total Time (hrs/day),Calls Duration (hrs/day),Apps Installed Category
33,Female,Pune,Xiaomi,Android,8.2,32.9,177,2.2,8409,5.8,4.9,560,Work,23.736666666666668,2.6366666666666663,High
29,Male,Pune,Xiaomi,Android,10.2,16.4,165,3.5,7897,2.5,1.9,280,Entertainment,19.411666666666665,1.3116666666666668,High
28,Other,Mumbai,Oppo,iOS,4.1,31.7,111,5.5,8400,4.5,1.3,1414,Entertainment,18.075,2.675,Medium
31,Other,Pune,OnePlus,Android,7.7,13.1,12,5.2,4698,2.2,2.6,347,Social Media,21.49,3.79,Very Low
58,Male,Mumbai,Vivo,Android,6.9,6.7,183,2.9,7294,5.8,4.5,209,Education,22.24,2.14,High
44,Other,Pune,Motorola,Android,8.8,7.2,197,5.8,7613,3.1,4.2,1543,Gaming,23.361666666666668,1.461666666666667,High
48,Other,Delhi,Motorola,Android,8.0,20.1,61,4.3,4841,6.4,1.2,1445,Work,24.35666666666667,4.456666666666666,Low
55,Male,Jaipur,Vivo,iOS,1.4,30.9,133,1.0,2564,7.6,1.9,1083,Social Media,15.941666666666666,4.041666666666667,Medium
53,Male,Ahmedabad,Nokia,Android,3.6,12.6,161,3.2,1299,7.9,1.6,695,Social Media,17.75,1.45,High
24,Male,Ahmedabad,Google Pixel,Android,4.7,8.1,100,2.0,395,4.4,0.0,1080,Social Media,14.048333333333336,2.9483333333333333,Low
19,Female,Ahmedabad,Apple,Android,6.9,14.3,196,5.0,1729,7.4,0.7,1407,Work,21.491666666666667,1.4916666666666667,High
39,Other,Mumbai,Vivo,Android,1.9,37.2,128,1.8,9134,4.0,0.6,954,Work,12.038333333333334,3.7383333333333337,Medium
39,Other,Mumbai,Apple,Android,3.2,4.8,141,1.7,7972,5.4,0.0,961,Entertainment,13.276666666666667,2.9766666666666666,Medium
23,Other,Ahmedabad,Vivo,iOS,9.7,14.8,139,3.4,9745,1.4,3.4,848,Work,19.04833333333333,1.1483333333333334,Medium
21,Male,Pune,Realme,iOS,10.6,45.8,104,4.8,5046,7.0,1.7,523,Work,25.655,1.555,Low
56,Female,Pune,Nokia,Android,10.8,10.5,197,4.6,1672,5.4,2.6,1715,Work,27.92666666666667,4.526666666666667,High
30,Female,Jaipur,Nokia,iOS,4.4,24.3,105,2.2,4193,1.2,4.4,187,Gaming,15.613333333333337,3.4133333333333336,Medium
34,Male,Ahmedabad,Xiaomi,Android,1.0,49.8,24,0.7,5068,4.3,3.3,1830,Gaming,10.793333333333331,1.4933333333333332,Very Low
55,Female,Lucknow,Apple,Android,11.6,44.9,191,3.2,5249,7.0,3.9,240,Education,26.135,0.435,High
55,Female,Mumbai,Vivo,iOS,7.5,3.5,42,3.2,921,6.4,2.3,1329,Entertainment,24.156666666666663,4.756666666666666,Very Low
55,Female,Pune,Realme,iOS,3.7,31.3,139,3.1,4968,4.7,3.3,702,Entertainment,18.53333333333333,3.733333333333333,Medium
36,Female,Chennai,Apple,Android,8.7,49.3,77,3.8,9929,5.2,1.9,1491,Education,23.45833333333333,3.858333333333333,Low
43,Other,Hyderabad,Xiaomi,iOS,7.1,41.0,148,4.6,2321,0.7,4.7,1543,Work,17.836666666666666,0.7366666666666667,Medium
51,Female,Pune,Oppo,Android,1.2,35.0,191,4.3,6849,4.5,0.2,1639,Social Media,10.918333333333331,0.7183333333333334,High
39,Male,Bangalore,Apple,iOS,7.6,8.0,40,1.7,2310,0.8,0.6,1137,Education,12.795,2.095,Very Low
22,Other,Delhi,OnePlus,iOS,4.9,30.9,71,5.4,6750,4.4,1.3,421,Entertainment,19.596666666666668,3.5966666666666667,Low
48,Female,Ahmedabad,Vivo,iOS,9.3,13.4,179,3.2,8558,5.7,1.0,1696,Gaming,21.406666666666663,2.2066666666666666,High
20,Male,Delhi,Realme,iOS,3.8,10.7,103,2.9,4871,6.1,4.9,952,Education,19.046666666666667,1.346666666666667,Low
60,Female,Kolkata,Vivo,iOS,9.7,6.5,98,5.8,6561,5.9,2.6,195,Gaming,25.175,1.175,Low
52,Other,Bangalore,OnePlus,iOS,7.9,4.5,77,2.5,1145,2.6,3.4,525,Gaming,19.77833333333333,3.378333333333333,Low
45,Male,Bangalore,Xiaomi,Android,5.9,33.6,179,2.7,4398,7.5,1.6,868,Social Media,20.65,2.95,High
37,Male,Hyderabad,Oppo,iOS,10.9,7.5,184,3.5,3385,3.8,0.1,1561,Gaming,20.083333333333336,1.7833333333333334,High
56,Male,Ahmedabad,Google Pixel,iOS,9.3,2.9,78,1.0,1772,1.2,4.4,1939,Work,19.785,3.885,Low
21,Male,Jaipur,Motorola,iOS,11.2,19.2,165,3.3,8061,0.8,2.4,793,Social Media,19.316666666666663,1.6166666666666667,High
21,Other,Delhi,Nokia,iOS,11.2,4.1,134,1.0,1706,7.5,1.5,927,Gaming,26.11,4.91,Medium
39,Other,Kolkata,Oppo,iOS,4.1,31.1,129,3.7,7104,6.0,0.3,637,Social Media,14.196666666666667,0.0966666666666666,Medium
34,Female,Kolkata,Motorola,iOS,9.4,28.9,193,3.6,4251,0.6,3.8,466,Work,21.291666666666664,3.8916666666666666,High
43,Other,Bangalore,Nokia,Android,4.1,25.5,21,2.6,114,7.5,4.6,185,Social Media,23.135,4.335,Very Low
39,Male,Delhi,Vivo,iOS,8.5,24.6,93,2.2,4633,0.6,1.6,521,Entertainment,13.915,1.015,Low
43,Other,Bangalore,Samsung,iOS,2.2,8.0,135,2.6,8408,1.3,0.1,1262,Education,8.916666666666668,2.716666666666667,Medium
50,Female,Jaipur,Nokia,iOS,11.0,6.0,179,2.1,1575,1.5,0.7,1049,Entertainment,18.665,3.365,High
55,Other,Bangalore,Realme,Android,9.7,32.0,113,3.9,8314,3.6,0.6,211,Social Media,21.19,3.39,Medium
36,Other,Mumbai,Xiaomi,iOS,10.2,19.5,141,4.8,3713,6.8,2.2,1648,Gaming,24.313333333333333,0.3133333333333333,Medium
45,Other,Bangalore,Nokia,Android,5.0,4.0,21,5.6,9483,6.8,4.8,1041,Entertainment,25.19,2.99,Very Low
29,Female,Jaipur,Apple,Android,5.6,27.2,176,3.7,3413,2.8,3.8,346,Social Media,18.263333333333332,2.3633333333333337,High
28,Male,Lucknow,Nokia,Android,7.9,4.7,69,2.4,7547,4.0,3.3,1242,Social Media,20.57,2.97,Low
21,Male,Chennai,Samsung,iOS,11.3,31.7,160,1.3,1903,4.9,0.2,707,Work,20.183333333333334,2.4833333333333334,High
56,Male,Mumbai,Oppo,Android,8.8,19.3,108,1.2,9768,7.7,2.8,260,Gaming,23.111666666666665,2.6116666666666664,Medium
46,Female,Ahmedabad,Google Pixel,iOS,4.9,22.7,56,5.9,3626,1.7,1.9,668,Education,16.783333333333335,2.3833333333333333,Very Low
46,Female,Ahmedabad,Realme,Android,7.0,48.5,157,3.7,9480,5.9,1.0,385,Education,22.56,4.96,High
26,Female,Jaipur,Samsung,Android,10.1,12.3,121,5.8,1005,5.2,1.5,1687,Gaming,25.20333333333333,2.603333333333333,Medium
29,Male,Lucknow,OnePlus,iOS,8.0,37.8,105,5.6,9216,7.5,0.7,475,Social Media,23.13,1.3299999999999998,Medium
23,Male,Ahmedabad,Nokia,Android,3.5,9.9,144,1.7,5754,2.0,2.0,694,Work,13.913333333333334,4.713333333333334,Medium
56,Other,Kolkata,Realme,iOS,4.5,4.4,128,1.4,7586,0.6,3.8,1702,Education,12.323333333333334,2.023333333333333,Medium
47,Female,Jaipur,Google Pixel,iOS,3.4,29.9,169,0.5,1553,7.3,0.3,1313,Social Media,13.248333333333331,1.7483333333333335,High
15,Female,Jaipur,Oppo,Android,9.0,48.2,40,3.0,8253,2.0,2.2,128,Social Media,20.14333333333333,3.943333333333333,Very Low
35,Other,Delhi,Apple,Android,9.5,40.7,109,2.2,6954,5.9,0.3,1723,Social Media,19.558333333333337,1.6583333333333334,Medium
34,Other,Bangalore,Google Pixel,Android,8.0,35.8,87,1.7,4470,6.3,0.8,1350,Gaming,19.85,3.05,Low
23,Other,Delhi,Realme,Android,10.9,37.7,19,0.7,2180,3.3,2.2,141,Gaming,19.73333333333333,2.6333333333333333,Very Low
53,Female,Chennai,Vivo,Android,2.1,16.8,58,0.7,4394,1.5,4.6,411,Education,10.036666666666664,1.1366666666666667,Low
55,Other,Mumbai,Motorola,iOS,1.1,48.4,191,2.8,1005,5.5,0.2,584,Social Media,13.991666666666667,4.391666666666667,High
59,Female,Hyderabad,Vivo,Android,8.0,9.3,37,4.1,8964,7.0,2.7,1904,Work,22.76,0.96,Very Low
28,Other,Delhi,Xiaomi,Android,10.4,36.3,113,3.0,3314,7.0,0.9,1461,Entertainment,24.39,3.0900000000000003,Medium
55,Female,Jaipur,Vivo,Android,10.3,12.8,126,0.7,5488,5.6,0.2,1985,Gaming,18.78833333333333,1.9883333333333333,Medium
32,Male,Pune,Oppo,iOS,8.7,16.3,137,4.0,4707,3.1,3.5,1102,Work,23.13833333333333,3.838333333333333,Medium
60,Female,Chennai,Samsung,Android,11.0,12.3,117,1.4,4877,5.7,2.6,821,Work,22.67666666666667,1.9766666666666663,Medium
20,Female,Bangalore,Nokia,iOS,1.2,37.8,169,3.7,8228,4.7,3.0,838,Social Media,13.495,0.895,High
54,Other,Kolkata,Vivo,iOS,7.5,8.3,155,4.6,1742,4.8,4.7,749,Education,22.06,0.46,High
47,Other,Jaipur,OnePlus,Android,5.5,6.7,117,3.4,7645,3.2,0.1,501,Entertainment,15.911666666666669,3.7116666666666656,Medium
22,Other,Chennai,Samsung,Android,10.4,25.6,30,3.2,5003,2.3,2.7,466,Gaming,23.44,4.84,Very Low
16,Female,Kolkata,OnePlus,Android,6.3,12.0,90,0.9,3924,5.9,2.8,117,Social Media,18.451666666666668,2.5516666666666667,Low
31,Male,Kolkata,Oppo,Android,4.6,22.2,92,5.2,2234,7.5,3.9,1390,Work,21.655,0.455,Low
42,Female,Kolkata,Nokia,iOS,4.4,45.9,57,1.9,7704,2.0,1.1,562,Social Media,10.98,1.5799999999999998,Very Low
60,Male,Hyderabad,Vivo,iOS,1.4,16.2,193,5.1,1866,1.9,0.9,1716,Gaming,13.275,3.975,High
60,Female,Lucknow,Motorola,Android,5.4,2.6,54,2.5,8103,2.0,3.7,320,Entertainment,18.30166666666667,4.701666666666667,Very Low
43,Female,Delhi,Google Pixel,Android,1.9,12.7,136,2.5,9284,4.5,3.9,1040,Social Media,14.388333333333334,1.5883333333333334,Medium
49,Female,Mumbai,OnePlus,iOS,1.7,48.0,82,5.1,7372,6.8,4.5,1978,Social Media,19.78333333333333,1.6833333333333331,Low
36,Female,Pune,Motorola,Android,9.5,35.7,104,4.6,4979,3.3,3.3,637,Work,24.64,3.94,Low
34,Female,Bangalore,Google Pixel,iOS,3.3,5.1,74,4.1,9714,7.0,1.9,1398,Social Media,19.37333333333333,3.0733333333333333,Low
38,Female,Lucknow,Xiaomi,Android,10.9,5.8,16,5.4,1140,0.8,3.8,900,Education,25.893333333333334,4.993333333333334,Very Low
30,Male,Mumbai,Realme,iOS,9.6,39.8,54,0.7,2023,0.8,1.3,462,Entertainment,15.3,2.9,Very Low
40,Female,Mumbai,Google Pixel,Android,6.7,48.5,58,3.5,7737,2.9,0.9,1391,Education,15.825,1.825,Low
16,Other,Ahmedabad,OnePlus,Android,4.5,8.5,188,2.5,6978,0.6,4.4,1227,Work,16.616666666666667,4.616666666666666,High
27,Other,Kolkata,Oppo,Android,8.2,41.3,28,5.6,3839,1.6,4.9,110,Work,21.26333333333333,0.9633333333333332,Very Low
60,Female,Kolkata,Nokia,iOS,8.8,16.6,137,1.9,802,5.5,4.1,746,Work,24.750000000000004,4.45,Medium
40,Male,Mumbai,Realme,Android,7.2,26.4,176,6.0,8746,4.0,4.1,305,Gaming,21.861666666666665,0.5616666666666668,High
17,Male,Mumbai,Samsung,iOS,10.9,30.3,12,4.3,6864,3.3,0.9,154,Social Media,23.758333333333333,4.358333333333333,Very Low
20,Other,Pune,Nokia,iOS,7.7,39.6,184,4.9,1954,2.4,1.6,673,Gaming,19.605,3.0050000000000003,High
50,Female,Pune,Samsung,Android,10.6,32.4,105,4.1,7647,4.9,3.7,1207,Gaming,27.468333333333334,4.168333333333333,Medium
50,Male,Chennai,Motorola,iOS,8.0,35.7,199,2.6,4930,8.0,4.1,808,Entertainment,23.265000000000004,0.565,High
56,Female,Bangalore,Vivo,Android,6.6,7.3,157,4.3,6331,6.1,0.1,302,Entertainment,19.89666666666667,2.796666666666667,High
30,Male,Ahmedabad,Oppo,Android,4.9,3.5,60,2.1,618,5.0,1.4,1322,Social Media,14.17,0.77,Low
48,Male,Kolkata,Realme,iOS,9.2,25.7,83,5.2,9759,5.3,4.0,1107,Work,25.02,1.32,Low
17,Male,Bangalore,Xiaomi,iOS,3.8,33.8,108,5.1,412,2.4,0.2,1934,Work,13.953333333333331,2.453333333333333,Medium
22,Female,Mumbai,Samsung,Android,6.4,40.4,153,4.8,4995,3.2,3.6,157,Entertainment,21.39333333333333,3.393333333333333,High
45,Other,Delhi,Xiaomi,Android,1.7,15.5,113,2.8,9778,5.3,4.3,1516,Work,15.241666666666667,1.1416666666666666,Medium
35,Female,Lucknow,Motorola,Android,11.2,8.7,67,2.0,5777,4.5,0.2,136,Education,22.341666666666665,4.441666666666666,Low
54,Female,Chennai,Google Pixel,iOS,9.1,46.8,126,1.0,8137,6.9,1.1,1073,Gaming,20.721666666666668,2.621666666666667,Medium
36,Male,Bangalore,OnePlus,Android,11.3,4.3,152,1.9,5583,3.1,4.8,1251,Work,22.703333333333333,1.6033333333333333,Medium
38,Other,Kolkata,Google Pixel,Android,2.4,13.2,135,3.0,4384,1.1,0.6,710,Work,8.76,1.66,Medium
56,Female,Chennai,Realme,Android,11.0,45.7,169,2.7,4018,7.3,2.5,1509,Social Media,28.433333333333334,4.933333333333334,High
37,Other,Delhi,Xiaomi,iOS,10.3,1.8,188,2.9,9021,4.7,1.5,1414,Education,21.10166666666667,1.7016666666666669,High
26,Male,Bangalore,Xiaomi,iOS,2.1,44.5,13,5.3,9897,1.8,1.0,1394,Education,14.845,4.645,Very Low
55,Female,Mumbai,Vivo,iOS,3.6,32.4,162,5.6,9374,1.8,3.4,1442,Social Media,16.071666666666665,1.6716666666666666,High
22,Female,Bangalore,Oppo,Android,6.6,48.2,180,2.2,6944,0.8,0.9,577,Gaming,13.386666666666668,2.8866666666666663,High
55,Female,Delhi,Vivo,iOS,4.5,48.0,48,3.0,5649,4.9,2.8,1471,Social Media,16.383333333333333,1.1833333333333331,Very Low
39,Male,Lucknow,Xiaomi,iOS,4.2,40.3,36,3.7,6658,5.4,4.3,1026,Work,17.908333333333335,0.3083333333333333,Very Low
40,Other,Mumbai,Vivo,iOS,6.1,34.0,177,5.0,3110,6.7,2.4,897,Entertainment,23.811666666666667,3.6116666666666655,High
16,Male,Hyderabad,OnePlus,iOS,4.3,32.3,91,0.9,4739,4.4,1.4,1288,Social Media,11.426666666666668,0.4266666666666667,Low
57,Female,Chennai,Google Pixel,iOS,4.9,5.9,118,2.9,268,4.0,3.7,805,Work,18.606666666666666,3.106666666666667,Medium
40,Other,Lucknow,Realme,Android,9.4,35.4,35,3.0,1096,5.9,1.3,706,Work,23.16166666666667,3.5616666666666665,Very Low
38,Other,Kolkata,Oppo,iOS,10.4,41.6,86,3.4,9068,1.4,0.4,1956,Entertainment,19.77166666666667,4.171666666666667,Low
29,Other,Ahmedabad,Google Pixel,iOS,2.0,21.9,60,4.5,8381,7.3,3.3,273,Work,18.675,1.575,Low
18,Other,Hyderabad,OnePlus,Android,3.1,26.6,47,4.5,3900,1.4,2.8,1968,Work,12.648333333333332,0.8483333333333333,Very Low
29,Female,Ahmedabad,Xiaomi,Android,5.3,27.7,29,5.7,3410,2.4,3.2,948,Entertainment,17.845000000000002,1.245,Very Low
39,Male,Pune,Oppo,Android,8.2,3.0,108,3.5,5830,6.9,1.8,1547,Work,21.93166666666667,1.5316666666666667,Medium
53,Male,Lucknow,Samsung,Android,2.6,13.6,50,4.1,1358,7.6,0.4,1435,Social Media,18.405,3.705,Very Low
43,Female,Mumbai,Vivo,Android,1.4,28.7,145,4.8,8993,7.0,4.1,831,Gaming,20.58333333333333,3.283333333333333,Medium
17,Male,Ahmedabad,Xiaomi,iOS,2.6,38.7,82,2.3,6985,1.7,3.7,1828,Work,12.116666666666667,1.8166666666666669,Low
39,Female,Bangalore,Realme,iOS,8.5,20.4,12,3.0,1803,5.6,3.4,387,Education,23.441666666666663,2.941666666666667,Very Low
42,Other,Jaipur,OnePlus,iOS,8.9,11.7,165,4.9,3010,3.4,3.9,346,Entertainment,25.89833333333333,4.798333333333333,High
42,Male,Delhi,Oppo,iOS,7.8,18.6,32,1.2,2456,4.1,2.3,384,Social Media,20.071666666666665,4.671666666666667,Very Low
50,Female,Pune,Apple,iOS,8.1,7.2,107,2.1,1914,8.0,3.5,1403,Education,25.901666666666664,4.201666666666666,Medium
42,Other,Delhi,Xiaomi,Android,11.0,32.0,96,4.5,7215,4.0,0.8,767,Work,20.495,0.1949999999999999,Low
52,Female,Pune,Vivo,iOS,6.6,17.3,106,1.2,5877,0.8,4.4,1581,Work,13.118333333333334,0.1183333333333333,Medium
57,Female,Chennai,Nokia,Android,8.2,20.9,24,4.9,3536,1.8,2.1,471,Work,18.115,1.115,Very Low
26,Female,Pune,Motorola,iOS,2.5,28.2,59,1.0,5144,3.0,2.1,1430,Education,12.128333333333334,3.5283333333333333,Low
60,Male,Bangalore,Vivo,Android,7.8,48.0,128,1.5,4085,5.1,3.9,1651,Work,21.30666666666667,3.006666666666667,Medium
42,Other,Jaipur,Samsung,iOS,1.9,39.7,137,1.5,9765,5.6,4.5,1826,Work,17.025,3.525,Medium
50,Male,Pune,OnePlus,Android,4.2,2.5,114,3.3,567,1.2,1.2,260,Work,13.051666666666666,3.1516666666666664,Medium
27,Female,Kolkata,Oppo,iOS,8.6,33.3,87,5.3,4940,5.3,0.1,532,Social Media,20.718333333333334,1.4183333333333332,Low
25,Other,Chennai,OnePlus,iOS,7.7,12.6,31,5.9,526,4.1,0.0,391,Work,22.635000000000005,4.9350000000000005,Very Low
27,Other,Chennai,OnePlus,iOS,8.2,35.6,30,5.2,5666,2.9,4.8,771,Gaming,24.54,3.44,Very Low
28,Other,Chennai,Samsung,iOS,1.1,17.5,16,1.2,5636,5.8,4.9,691,Work,17.956666666666667,4.956666666666666,Very Low
42,Male,Kolkata,Motorola,Android,8.9,28.4,119,5.9,9021,5.4,0.7,1330,Entertainment,22.346666666666668,1.4466666666666663,Medium
45,Female,Lucknow,OnePlus,Android,3.7,20.3,105,4.8,3278,4.1,3.2,1025,Work,20.115,4.315,Medium
25,Female,Kolkata,Vivo,Android,6.2,48.2,114,5.8,897,2.0,2.3,420,Entertainment,20.081666666666667,3.7816666666666663,Medium
17,Other,Delhi,Xiaomi,iOS,4.4,8.4,56,5.2,3519,6.7,4.6,1350,Education,21.938333333333333,1.038333333333333,Very Low
57,Other,Delhi,Vivo,iOS,2.1,24.0,71,1.8,193,5.9,2.1,1488,Gaming,13.943333333333332,2.043333333333333,Low
32,Female,Pune,Realme,Android,1.3,13.0,83,4.9,9892,5.8,0.7,270,Education,16.926666666666666,4.226666666666667,Low
52,Other,Lucknow,Apple,Android,5.3,10.6,137,0.5,1850,6.1,1.2,1937,Social Media,15.519999999999998,2.42,Medium
47,Male,Chennai,OnePlus,iOS,1.7,2.4,113,5.0,1305,4.4,1.7,552,Work,13.705,0.905,Medium
19,Female,Mumbai,Oppo,iOS,7.0,12.3,131,5.6,8232,7.9,0.2,217,Entertainment,21.133333333333333,0.4333333333333333,Medium
33,Female,Lucknow,Motorola,Android,10.8,46.1,15,4.5,9745,7.8,3.8,1734,Social Media,28.540000000000003,1.64,Very Low
29,Other,Delhi,OnePlus,Android,4.4,9.6,81,2.7,3206,2.9,0.8,1188,Education,11.731666666666667,0.9316666666666666,Low
49,Other,Jaipur,Oppo,iOS,11.0,10.4,81,3.7,1999,3.1,1.1,1640,Entertainment,19.828333333333337,0.9283333333333332,Low
23,Other,Kolkata,Apple,iOS,8.7,20.3,198,1.4,6401,0.8,0.2,783,Entertainment,14.171666666666669,3.0716666666666668,High
22,Male,Ahmedabad,Vivo,Android,3.3,40.4,182,0.9,6565,1.8,2.7,1005,Gaming,11.751666666666663,3.0516666666666667,High
55,Male,Ahmedabad,Vivo,iOS,7.7,24.0,115,2.1,410,3.2,4.6,451,Gaming,20.30166666666667,2.7016666666666667,Medium
25,Female,Jaipur,OnePlus,Android,1.9,20.0,52,4.2,2939,3.7,2.8,171,Gaming,16.028333333333336,3.428333333333333,Very Low
32,Male,Chennai,OnePlus,Android,4.2,15.7,131,5.1,4166,1.0,0.8,702,Social Media,12.586666666666668,1.4866666666666668,Medium
47,Female,Hyderabad,Samsung,iOS,6.7,4.7,37,2.9,8805,0.9,2.7,287,Entertainment,17.09,3.89,Very Low
49,Female,Bangalore,Samsung,iOS,5.8,25.6,133,0.5,3467,8.0,4.1,1743,Education,22.81833333333333,4.418333333333334,Medium
15,Male,Bangalore,Motorola,iOS,2.9,25.2,173,5.4,6569,2.8,4.0,1906,Social Media,17.236666666666668,2.1366666666666663,High
30,Female,Kolkata,Nokia,iOS,2.0,23.5,82,2.6,1718,7.6,3.4,462,Work,19.345,3.745,Low
30,Female,Ahmedabad,Realme,iOS,2.5,13.1,20,2.5,5387,6.2,3.4,1493,Gaming,15.68,1.0799999999999998,Very Low
24,Male,Jaipur,Vivo,iOS,8.5,13.7,146,4.5,8264,3.0,2.7,1607,Education,20.418333333333333,1.7183333333333333,Medium
20,Male,Mumbai,Xiaomi,iOS,7.7,39.3,83,3.9,9756,7.5,4.8,1230,Education,27.625000000000004,3.725,Low
44,Other,Kolkata,Vivo,Android,4.6,31.9,93,3.2,1913,6.6,2.2,419,Entertainment,20.271666666666665,3.671666666666667,Low
53,Other,Pune,Samsung,iOS,3.9,40.8,67,4.9,4632,0.8,3.3,1372,Work,14.441666666666668,1.5416666666666667,Low
37,Female,Lucknow,Oppo,Android,5.0,34.4,111,1.9,8762,5.9,2.8,1441,Entertainment,18.418333333333337,2.8183333333333334,Medium
50,Other,Jaipur,Xiaomi,iOS,10.6,34.7,13,5.1,7824,5.4,4.6,906,Gaming,28.08833333333334,2.3883333333333336,Very Low
55,Other,Mumbai,Apple,iOS,5.7,2.3,146,5.7,7331,6.5,4.4,614,Gaming,25.46,3.16,Medium
54,Male,Ahmedabad,Samsung,iOS,5.0,37.1,88,1.9,9140,4.9,0.5,1590,Work,13.975,1.675,Low
60,Other,Delhi,OnePlus,iOS,10.7,17.7,131,5.6,966,3.1,3.9,342,Education,26.746666666666663,3.4466666666666668,Medium
40,Other,Pune,Vivo,Android,9.8,47.9,147,3.0,2300,6.3,3.5,1769,Gaming,27.296666666666667,4.696666666666667,Medium
55,Female,Lucknow,OnePlus,iOS,8.0,17.5,88,3.5,1296,1.2,1.1,1368,Education,15.784999999999998,1.985,Low
19,Other,Chennai,Samsung,Android,9.1,11.9,16,5.8,2264,5.1,0.7,1041,Work,25.2,4.5,Very Low
30,Other,Chennai,Vivo,Android,4.8,26.2,29,1.2,2867,4.9,1.4,167,Social Media,12.71,0.41,Very Low
21,Female,Lucknow,Motorola,Android,1.8,24.6,121,1.4,8900,6.3,3.6,1506,Education,18.03833333333333,4.9383333333333335,Medium
47,Male,Delhi,Samsung,Android,8.3,4.4,88,2.9,9519,5.8,2.0,1782,Entertainment,19.416666666666668,0.4166666666666667,Low
20,Other,Jaipur,Oppo,Android,4.5,2.8,69,3.2,5682,7.9,1.6,922,Gaming,18.39666666666667,1.1966666666666663,Low
17,Male,Ahmedabad,Google Pixel,iOS,11.6,37.0,43,4.4,8517,7.0,3.9,1382,Social Media,27.843333333333334,0.9433333333333334,Very Low
15,Female,Jaipur,Xiaomi,iOS,6.8,18.9,189,5.4,9863,7.7,0.8,818,Entertainment,24.235,3.535,High
25,Female,Bangalore,Google Pixel,Android,7.9,40.7,37,5.5,8635,7.2,1.1,977,Work,23.72166666666667,2.0216666666666665,Very Low
30,Male,Mumbai,Realme,Android,6.9,42.8,17,1.7,4434,1.1,0.0,785,Education,10.981666666666666,1.2816666666666667,Very Low
25,Other,Delhi,Samsung,Android,4.1,34.7,84,4.2,4496,5.5,2.1,230,Work,16.875,0.975,Low
60,Female,Pune,Vivo,iOS,3.4,14.6,111,2.4,2981,7.1,4.3,167,Social Media,20.001666666666665,2.8016666666666667,Medium
51,Female,Mumbai,Nokia,Android,10.4,15.2,30,1.2,5930,3.2,0.1,1822,Social Media,19.703333333333333,4.803333333333333,Very Low
58,Other,Delhi,Realme,iOS,6.5,34.7,155,5.2,5549,1.2,0.2,1689,Gaming,15.081666666666663,1.981666666666667,High
54,Female,Mumbai,Samsung,Android,5.2,2.0,52,3.4,9995,1.4,3.3,156,Entertainment,17.773333333333333,4.473333333333333,Very Low
58,Female,Delhi,OnePlus,iOS,3.9,35.6,73,5.0,3758,2.2,1.8,767,Work,16.475,3.575,Low
52,Other,Jaipur,Xiaomi,Android,10.4,3.3,107,2.0,1563,4.6,1.1,904,Education,21.185,3.085,Medium
40,Other,Pune,Motorola,iOS,9.8,5.5,75,6.0,8434,2.3,1.7,1268,Gaming,23.62333333333333,3.823333333333333,Low
34,Other,Mumbai,Realme,Android,2.9,12.5,180,3.2,9554,7.3,1.0,1888,Gaming,14.741666666666664,0.3416666666666667,High
43,Male,Ahmedabad,OnePlus,Android,6.8,33.3,44,1.2,826,3.3,3.1,1408,Social Media,14.626666666666669,0.2266666666666666,Very Low
28,Other,Pune,Apple,Android,9.7,39.8,148,1.9,1240,2.3,2.3,753,Work,17.185,0.985,Medium
49,Male,Ahmedabad,Xiaomi,Android,1.7,43.1,15,4.1,5643,7.3,4.0,1834,Social Media,20.031666666666663,2.931666666666666,Very Low
26,Other,Kolkata,Nokia,Android,9.1,2.7,59,1.4,7711,4.3,3.6,1082,Social Media,20.25166666666667,1.8516666666666663,Low
42,Other,Delhi,Realme,Android,5.9,26.8,199,1.4,7056,4.4,0.6,1245,Social Media,15.116666666666667,2.816666666666667,High
38,Other,Delhi,Realme,iOS,4.9,24.6,83,5.3,424,0.6,5.0,925,Gaming,15.931666666666665,0.1316666666666666,Low
54,Female,Lucknow,Xiaomi,iOS,10.8,13.1,187,4.1,5233,0.9,2.7,850,Education,18.665,0.165,High
44,Male,Kolkata,Oppo,Android,11.4,10.9,85,5.2,844,0.9,4.3,1125,Work,22.97833333333333,1.1783333333333337,Low
16,Female,Ahmedabad,Samsung,iOS,10.3,12.3,123,3.1,904,2.5,3.0,696,Entertainment,19.151666666666664,0.2516666666666666,Medium
25,Female,Mumbai,OnePlus,Android,4.7,12.9,194,2.3,6834,4.1,4.2,1655,Social Media,15.606666666666667,0.3066666666666666,High
25,Other,Jaipur,Nokia,iOS,8.3,24.4,182,0.5,7364,1.2,4.1,1345,Social Media,14.421666666666669,0.3216666666666666,High
52,Female,Pune,Samsung,Android,3.3,10.3,120,3.3,3356,5.1,0.5,1180,Education,16.856666666666666,4.656666666666666,Medium
58,Male,Pune,Google Pixel,Android,3.2,39.6,41,1.1,8300,1.0,4.7,1507,Entertainment,10.18,0.18,Very Low
57,Other,Bangalore,Vivo,Android,11.3,4.4,79,3.1,2584,0.6,4.3,921,Entertainment,19.955,0.6549999999999999,Low
54,Other,Mumbai,Motorola,Android,9.1,29.3,30,4.6,5422,6.0,1.9,709,Gaming,22.063333333333333,0.4633333333333333,Very Low
